cs1,cs2,cs3,n_images,agree_all_frac_mean,agree12_frac_mean,agree13_frac_mean,agree23_frac_mean,miou1_imgmean,miou2_imgmean,miou3_imgmean,miouE_imgmean,miou1_dataset,miou2_dataset,miou3_dataset,miouE_dataset,best_single_dataset,ensemble_gain_over_best_single
c02,cielab,ictcp_pq,10,0.8505597910259267,0.9371273093720178,0.8826958123373826,0.8799639094442494,7.796517775252461,7.573457329032071,7.286426627201346,7.737457665539251,33.77989990197807,32.833098980563705,32.70964465056424,34.816219419974296,33.77989990197807,1.0363195179962261
c16,jzazbz,ycbcr_bt709,10,0.9077608570480281,0.945304482431502,0.9301968070229979,0.9399997939030333,7.832689776667282,7.943999943381203,7.830464716896323,7.92799006986404,33.256139919264164,35.48254059634142,34.730908314849835,34.806273547441116,35.48254059634142,-0.6762670489003071
jzazbz,jzczhz,rgb,10,0.8781555330798738,0.9100334886716965,0.9400443106296992,0.9048917610699293,7.943999943381203,7.6139420129962785,7.673425436314167,7.886701241133139,35.48254059634142,32.057920716895914,32.72496099337972,34.80211326112099,35.48254059634142,-0.6804273352204362
c16,oklab,xyz,10,0.7947304720406079,0.9387300436517169,0.819191675703592,0.8313000965821944,7.832689776667282,7.828507696346305,6.646894189985868,7.9710872453640835,33.256139919264164,35.39255811487449,26.761019442700896,34.797673994994035,35.39255811487449,-0.5948841198804544
c16,srgb_linear,ycbcr_bt709,10,0.8773400769157849,0.8915819483184491,0.9301968070229979,0.9320252787296435,7.832689776667282,7.496828610605661,7.830464716896323,7.98481221187123,33.256139919264164,31.15979519695565,34.730908314849835,34.783620704746696,34.730908314849835,0.05271238989686111
cielab,oklab,oklch,10,0.8578077999678857,0.9508551373258427,0.8818726509016935,0.8821503410495527,7.573457329032071,7.828507696346305,7.8159916984152575,7.836629098513329,32.833098980563705,35.39255811487449,32.661160784563286,34.77044603677549,35.39255811487449,-0.6221120780990006
jzczhz,srgb_linear,ycbcr_bt709,10,0.847510546223784,0.8640594007659332,0.8981062955867218,0.9320252787296435,7.6139420129962785,7.496828610605661,7.830464716896323,7.948444521374464,32.057920716895914,31.15979519695565,34.730908314849835,34.75031874856002,34.730908314849835,0.019410433710184805
c02,cielab,jzczhz,10,0.8777678090392549,0.9371273093720178,0.9190589965860401,0.8983047276893142,7.796517775252461,7.573457329032071,7.6139420129962785,7.9933823491189155,33.77989990197807,32.833098980563705,32.057920716895914,34.74948924510387,33.77989990197807,0.9695893431257971
c02,hsv_conic,srgb_linear,10,0.8627988273778721,0.9477453032263033,0.8833168196272556,0.8939211207245401,7.796517775252461,7.91775324491911,7.496828610605661,8.036218594310489,33.77989990197807,34.595471137060706,31.15979519695565,34.74599658683217,34.595471137060706,0.15052544977146454
cielab,oklab,srgb_linear,10,0.8789620100455325,0.9508551373258427,0.898138993313812,0.9067578798705721,7.573457329032071,7.828507696346305,7.496828610605661,7.844965006180592,32.833098980563705,35.39255811487449,31.15979519695565,34.74521126022943,35.39255811487449,-0.6473468546450576
cielab,hsv_conic,ycbcr_bt709,10,0.9274446134322192,0.9604017465403342,0.9404343766803901,0.9538996441626763,7.573457329032071,7.91775324491911,7.830464716896323,7.882825019391942,32.833098980563705,34.595471137060706,34.730908314849835,34.7402022986744,34.730908314849835,0.009293983824562702
c02,cielab,oklch,10,0.8615409795040276,0.9371273093720178,0.9036829775766595,0.8818726509016935,7.796517775252461,7.573457329032071,7.8159916984152575,8.003291360691547,33.77989990197807,32.833098980563705,32.661160784563286,34.738936137227334,33.77989990197807,0.9590362352492647
c02,jzczhz,ycbcr_bt709,10,0.872022314062059,0.9190589965860401,0.9247020904423741,0.8981062955867218,7.796517775252461,7.6139420129962785,7.830464716896323,8.037927124785902,33.77989990197807,32.057920716895914,34.730908314849835,34.706725552380185,34.730908314849835,-0.024182762469649788
hsv_conic,jzczhz,rgb,10,0.8973007060111484,0.9179826041672545,0.9708135489807216,0.9048917610699293,7.91775324491911,7.6139420129962785,7.673425436314167,7.921299672993877,34.595471137060706,32.057920716895914,32.72496099337972,34.69916911168702,34.595471137060706,0.10369797462631425
c02,oklch,ycbcr_bt709,10,0.8622167595748154,0.9036829775766595,0.9247020904423741,0.8955676128072436,7.796517775252461,7.8159916984152575,7.830464716896323,8.055100743760207,33.77989990197807,32.661160784563286,34.730908314849835,34.6722933901651,34.730908314849835,-0.05861492468473273
ictcp_pq,jzczhz,srgb_linear,10,0.8027136888263058,0.8893382370013814,0.8498279690270133,0.8640594007659332,7.286426627201346,7.6139420129962785,7.496828610605661,7.855566881972623,32.70964465056424,32.057920716895914,31.15979519695565,34.66767687032021,32.70964465056424,1.9580322197559639
oklab,rgb,xyz,10,0.7996741576732064,0.938205366135797,0.8313000965821944,0.828285238257164,7.828507696346305,7.673425436314167,6.646894189985868,7.8581182507706,35.39255811487449,32.72496099337972,26.761019442700896,34.66651150458963,35.39255811487449,-0.7260466102848611
c02,xyz,ycbcr_bt709,10,0.7991608082670627,0.8197369389759978,0.9247020904423741,0.8530732601696454,7.796517775252461,6.646894189985868,7.830464716896323,7.897817547089664,33.77989990197807,26.761019442700896,34.730908314849835,34.65501585581398,34.730908314849835,-0.07589245903585606
ictcp_pq,jzazbz,jzczhz,10,0.8554662863388952,0.9107417779428364,0.8893382370013814,0.9100334886716965,7.286426627201346,7.943999943381203,7.6139420129962785,7.745065698897079,32.70964465056424,35.48254059634142,32.057920716895914,34.65199847802041,35.48254059634142,-0.8305421183210129
c02,oklab,oklch,10,0.8632410719507104,0.940216882760239,0.9036829775766595,0.8821503410495527,7.796517775252461,7.828507696346305,7.8159916984152575,7.9829594401190365,33.77989990197807,35.39255811487449,32.661160784563286,34.644026478770954,35.39255811487449,-0.7485316361035359
hsv_conic,oklch,rgb,10,0.8840126442354782,0.904363940676593,0.9708135489807216,0.891710992426416,7.91775324491911,7.8159916984152575,7.673425436314167,7.9176344772317435,34.595471137060706,32.661160784563286,32.72496099337972,34.63108603030645,34.595471137060706,0.03561489324574296
hsv_conic,oklab,oklch,10,0.8688944680593119,0.9508756460092446,0.904363940676593,0.8821503410495527,7.91775324491911,7.828507696346305,7.8159916984152575,7.889528959282076,34.595471137060706,35.39255811487449,32.661160784563286,34.58856621150786,35.39255811487449,-0.8039919033666294
c16,ictcp_pq,oklab,10,0.8560082377916437,0.8767441144701673,0.9387300436517169,0.8949742503955356,7.832689776667282,7.286426627201346,7.828507696346305,7.815982773647616,33.256139919264164,32.70964465056424,35.39255811487449,34.584426598551616,35.39255811487449,-0.8081315163228737
c02,cielab,ycbcr_bt709,10,0.9015069501236385,0.9371273093720178,0.9247020904423741,0.9404343766803901,7.796517775252461,7.573457329032071,7.830464716896323,7.844867010002726,33.77989990197807,32.833098980563705,34.730908314849835,34.58036224110049,34.730908314849835,-0.15054607374934648
cielab,jzczhz,ycbcr_bt709,10,0.86949492672472,0.8983047276893142,0.9404343766803901,0.8981062955867218,7.573457329032071,7.6139420129962785,7.830464716896323,7.89430139213019,32.833098980563705,32.057920716895914,34.730908314849835,34.57547522414761,34.730908314849835,-0.15543309070222477
cielab,hsv_conic,oklab,10,0.9311705507660542,0.9604017465403342,0.9508551373258427,0.9508756460092446,7.573457329032071,7.91775324491911,7.828507696346305,7.793580984599281,32.833098980563705,34.595471137060706,35.39255811487449,34.56976501459928,35.39255811487449,-0.8227931002752129
oklch,srgb_linear,ycbcr_bt709,10,0.8439439424367828,0.8592273158915689,0.8955676128072436,0.9320252787296435,7.8159916984152575,7.496828610605661,7.830464716896323,7.93503953925026,32.661160784563286,31.15979519695565,34.730908314849835,34.55734003691977,34.730908314849835,-0.17356827793006602
c02,c16,ycbcr_bt709,10,0.9094171679608148,0.9639084923484731,0.9247020904423741,0.9301968070229979,7.796517775252461,7.832689776667282,7.830464716896323,8.036948519773434,33.77989990197807,33.256139919264164,34.730908314849835,34.555905235614524,34.730908314849835,-0.1750030792353101
cielab,oklch,ycbcr_bt709,10,0.8594357321707117,0.8818726509016935,0.9404343766803901,0.8955676128072436,7.573457329032071,7.8159916984152575,7.830464716896323,7.91064155663634,32.833098980563705,32.661160784563286,34.730908314849835,34.5458756126508,34.730908314849835,-0.185032702199031
c16,cielab,jzazbz,10,0.9174878624968145,0.9413819745312187,0.945304482431502,0.947718662042884,7.832689776667282,7.573457329032071,7.943999943381203,7.808786854179678,33.256139919264164,32.833098980563705,35.48254059634142,34.52569802417641,35.48254059634142,-0.9568425721650158
c02,ictcp_pq,rgb,10,0.8489349551530079,0.8826958123373826,0.9414640847428759,0.8717592922676731,7.796517775252461,7.286426627201346,7.673425436314167,7.7368337519151735,33.77989990197807,32.70964465056424,32.72496099337972,34.51970581528631,33.77989990197807,0.7398059133082384
c02,hsv_conic,rgb,10,0.9304931331456092,0.9477453032263033,0.9414640847428759,0.9708135489807216,7.796517775252461,7.91775324491911,7.673425436314167,7.870106373632059,33.77989990197807,34.595471137060706,32.72496099337972,34.517467466315516,34.595471137060706,-0.07800367074518988
jzazbz,rgb,srgb_linear,10,0.8674621292671347,0.9400443106296992,0.9016544266659547,0.8920791404002923,7.943999943381203,7.673425436314167,7.496828610605661,7.894884112948927,35.48254059634142,32.72496099337972,31.15979519695565,34.50266789448542,35.48254059634142,-0.979872701856003
c02,c16,oklab,10,0.9214289069850048,0.9639084923484731,0.940216882760239,0.9387300436517169,7.796517775252461,7.832689776667282,7.828507696346305,7.985977867571802,33.77989990197807,33.256139919264164,35.39255811487449,34.49795776226991,35.39255811487449,-0.8946003526045772
c16,cielab,ictcp_pq,10,0.8496040770671289,0.9413819745312187,0.8767441144701673,0.8799639094442494,7.832689776667282,7.573457329032071,7.286426627201346,7.80223204953654,33.256139919264164,32.833098980563705,32.70964465056424,34.49029908343216,33.256139919264164,1.2341591641679983
c16,ictcp_pq,ycbcr_bt709,10,0.8424350251336788,0.8767441144701673,0.9301968070229979,0.8760256573171065,7.832689776667282,7.286426627201346,7.830464716896323,7.864055691376613,33.256139919264164,32.70964465056424,34.730908314849835,34.48653498680856,34.730908314849835,-0.2443733280412772
jzczhz,oklab,rgb,10,0.8721847925112367,0.8990338981361082,0.9048917610699293,0.938205366135797,7.6139420129962785,7.828507696346305,7.673425436314167,7.829786423379813,32.057920716895914,35.39255811487449,32.72496099337972,34.471643502411666,35.39255811487449,-0.9209146124628234
hsv_conic,rgb,ycbcr_bt709,10,0.9297926876955602,0.9708135489807216,0.9538996441626763,0.934327573864489,7.91775324491911,7.673425436314167,7.830464716896323,7.890766387108108,34.595471137060706,32.72496099337972,34.730908314849835,34.46275294768865,34.730908314849835,-0.26815536716118515
ictcp_pq,oklch,xyz,10,0.7293319550245168,0.8397021995254036,0.8313615532766935,0.7840476845922458,7.286426627201346,7.8159916984152575,6.646894189985868,7.8119514249916495,32.70964465056424,32.661160784563286,26.761019442700896,34.45233460819662,32.70964465056424,1.742689957632379
hsv_conic,oklab,rgb,10,0.9302487408423229,0.9508756460092446,0.9708135489807216,0.938205366135797,7.91775324491911,7.828507696346305,7.673425436314167,7.849447545551932,34.595471137060706,35.39255811487449,32.72496099337972,34.4346943220723,35.39255811487449,-0.9578637928021863
c02,jzazbz,oklch,10,0.8624856637668208,0.9280247114809924,0.9036829775766595,0.8927790572384648,7.796517775252461,7.943999943381203,7.8159916984152575,7.978810523840032,33.77989990197807,35.48254059634142,32.661160784563286,34.39664304444469,35.48254059634142,-1.0858975518967355
c02,jzazbz,jzczhz,10,0.8789469624412207,0.9280247114809924,0.9190589965860401,0.9100334886716965,7.796517775252461,7.943999943381203,7.6139420129962785,7.973929990135922,33.77989990197807,35.48254059634142,32.057920716895914,34.37583674422819,35.48254059634142,-1.1067038521132346
c02,hsv_conic,ycbcr_bt709,10,0.9131813033468147,0.9477453032263033,0.9247020904423741,0.9538996441626763,7.796517775252461,7.91775324491911,7.830464716896323,7.866992465230349,33.77989990197807,34.595471137060706,34.730908314849835,34.36909745009022,34.730908314849835,-0.36181086475961166
c02,cielab,oklab,10,0.9143108152280517,0.9371273093720178,0.940216882760239,0.9508551373258427,7.796517775252461,7.573457329032071,7.828507696346305,7.718433589222919,33.77989990197807,32.833098980563705,35.39255811487449,34.36393109958403,35.39255811487449,-1.0286270152904606
c02,c16,cielab,10,0.9213818605809447,0.9639084923484731,0.9371273093720178,0.9413819745312187,7.796517775252461,7.832689776667282,7.573457329032071,7.953352312679705,33.77989990197807,33.256139919264164,32.833098980563705,34.35411774643895,33.77989990197807,0.5742178444608825
jzazbz,rgb,xyz,10,0.79653009611713,0.9400443106296992,0.823468652129832,0.828285238257164,7.943999943381203,7.673425436314167,6.646894189985868,7.882996191297531,35.48254059634142,32.72496099337972,26.761019442700896,34.35031524409599,35.48254059634142,-1.1322253522454346
c02,hsv_conic,xyz,10,0.7953713999428034,0.9477453032263033,0.8197369389759978,0.8225911876234253,7.796517775252461,7.91775324491911,6.646894189985868,7.947315052311403,33.77989990197807,34.595471137060706,26.761019442700896,34.34982653763043,34.595471137060706,-0.24564459943027828
cielab,hsv_conic,jzczhz,10,0.8885494262243995,0.9604017465403342,0.8983047276893142,0.9179826041672545,7.573457329032071,7.91775324491911,7.6139420129962785,7.834702143857086,32.833098980563705,34.595471137060706,32.057920716895914,34.343721337099794,34.595471137060706,-0.25174979996091196
c16,xyz,ycbcr_bt709,10,0.8015072546816506,0.819191675703592,0.9301968070229979,0.8530732601696454,7.832689776667282,6.646894189985868,7.830464716896323,7.89831543104245,33.256139919264164,26.761019442700896,34.730908314849835,34.3206524243763,34.730908314849835,-0.41025589047353606
c02,c16,rgb,10,0.9282217628857037,0.9639084923484731,0.9414640847428759,0.9507474213347489,7.796517775252461,7.832689776667282,7.673425436314167,7.9697985816866375,33.77989990197807,33.256139919264164,32.72496099337972,34.3112065400313,33.77989990197807,0.5313066380532305
cielab,hsv_conic,oklch,10,0.8735928632708874,0.9604017465403342,0.8818726509016935,0.904363940676593,7.573457329032071,7.91775324491911,7.8159916984152575,7.843145269871544,32.833098980563705,34.595471137060706,32.661160784563286,34.302317127651484,34.595471137060706,-0.2931540094092213
oklch,xyz,ycbcr_bt709,10,0.7667894947526314,0.7840476845922458,0.8955676128072436,0.8530732601696454,7.8159916984152575,6.646894189985868,7.830464716896323,7.885151266894122,32.661160784563286,26.761019442700896,34.730908314849835,34.28764618377255,34.730908314849835,-0.4432621310772831
c02,cielab,srgb_linear,10,0.8601973623541476,0.9371273093720178,0.8833168196272556,0.898138993313812,7.796517775252461,7.573457329032071,7.496828610605661,7.983773622705405,33.77989990197807,32.833098980563705,31.15979519695565,34.28547051633804,33.77989990197807,0.5055706143599679
c02,hsv_conic,jzazbz,10,0.9124499292930093,0.9477453032263033,0.9280247114809924,0.9490967037589624,7.796517775252461,7.91775324491911,7.943999943381203,7.81850444309278,33.77989990197807,34.595471137060706,35.48254059634142,34.27621651072521,35.48254059634142,-1.2063240856162096
oklab,oklch,rgb,10,0.856212999306881,0.8821503410495527,0.938205366135797,0.891710992426416,7.828507696346305,7.8159916984152575,7.673425436314167,7.809231464208857,35.39255811487449,32.661160784563286,32.72496099337972,34.27378972039723,35.39255811487449,-1.1187683944772573
c16,jzazbz,rgb,10,0.9184288864394918,0.945304482431502,0.9507474213347489,0.9400443106296992,7.832689776667282,7.943999943381203,7.673425436314167,7.804953258911647,33.256139919264164,35.48254059634142,32.72496099337972,34.271153881416176,35.48254059634142,-1.211386714925247
hsv_conic,jzczhz,ycbcr_bt709,10,0.8858156651718992,0.9179826041672545,0.9538996441626763,0.8981062955867218,7.91775324491911,7.6139420129962785,7.830464716896323,7.86445358783339,34.595471137060706,32.057920716895914,34.730908314849835,34.25469190713085,34.730908314849835,-0.47621640771898655
c02,ictcp_pq,xyz,10,0.7683866772451368,0.8826958123373826,0.8197369389759978,0.8313615532766935,7.796517775252461,7.286426627201346,6.646894189985868,7.721046485511091,33.77989990197807,32.70964465056424,26.761019442700896,34.25460220740313,33.77989990197807,0.47470230542506187
c16,hsv_conic,oklab,10,0.9208133465403587,0.9519898656952049,0.9387300436517169,0.9508756460092446,7.832689776667282,7.91775324491911,7.828507696346305,7.811081504429593,33.256139919264164,34.595471137060706,35.39255811487449,34.23520239356244,35.39255811487449,-1.157355721312051
c16,hsv_conic,oklch,10,0.8876544202024524,0.9519898656952049,0.9184662707596537,0.904363940676593,7.832689776667282,7.91775324491911,7.8159916984152575,7.998898654377294,33.256139919264164,34.595471137060706,32.661160784563286,34.22324997516791,34.595471137060706,-0.37222116189279575
hsv_conic,oklch,ycbcr_bt709,10,0.8770769760687654,0.904363940676593,0.9538996441626763,0.8955676128072436,7.91775324491911,7.8159916984152575,7.830464716896323,7.87177433393595,34.595471137060706,32.661160784563286,34.730908314849835,34.21092092247061,34.730908314849835,-0.5199873923792211
cielab,jzazbz,srgb_linear,10,0.8742147292348783,0.947718662042884,0.898138993313812,0.9016544266659547,7.573457329032071,7.943999943381203,7.496828610605661,7.856470035604258,32.833098980563705,35.48254059634142,31.15979519695565,34.201896214498404,35.48254059634142,-1.2806443818430182
c02,c16,jzazbz,10,0.9186216734698052,0.9639084923484731,0.9280247114809924,0.945304482431502,7.796517775252461,7.832689776667282,7.943999943381203,7.998092038992688,33.77989990197807,33.256139919264164,35.48254059634142,34.19987731817716,35.48254059634142,-1.2826632781642644
c16,jzczhz,oklab,10,0.8860439616817908,0.9327782011366346,0.9387300436517169,0.8990338981361082,7.832689776667282,7.6139420129962785,7.828507696346305,7.953243144294942,33.256139919264164,32.057920716895914,35.39255811487449,34.18627267730534,35.39255811487449,-1.20628543756915
c02,c16,oklch,10,0.8931987010809161,0.9639084923484731,0.9036829775766595,0.9184662707596537,7.796517775252461,7.832689776667282,7.8159916984152575,7.990686495033692,33.77989990197807,33.256139919264164,32.661160784563286,34.167722127395464,33.77989990197807,0.38782222541739486
cielab,oklab,xyz,10,0.8060340635115784,0.9508551373258427,0.8283594703606287,0.8313000965821944,7.573457329032071,7.828507696346305,6.646894189985868,7.739932525424223,32.833098980563705,35.39255811487449,26.761019442700896,34.16411444927858,35.39255811487449,-1.2284436655959112
c02,hsv_conic,oklab,10,0.9194198142014864,0.9477453032263033,0.940216882760239,0.9508756460092446,7.796517775252461,7.91775324491911,7.828507696346305,7.766531386136282,33.77989990197807,34.595471137060706,35.39255811487449,34.16005419428532,35.39255811487449,-1.232503920589167
ictcp_pq,jzczhz,xyz,10,0.7757220669989366,0.8893382370013814,0.8313615532766935,0.828598392422393,7.286426627201346,7.6139420129962785,6.646894189985868,7.73251495058673,32.70964465056424,32.057920716895914,26.761019442700896,34.14516326810582,32.70964465056424,1.4355186175415753
c02,jzczhz,srgb_linear,10,0.8344800460145645,0.9190589965860401,0.8833168196272556,0.8640594007659332,7.796517775252461,7.6139420129962785,7.496828610605661,7.978749689373801,33.77989990197807,32.057920716895914,31.15979519695565,34.14301088502501,33.77989990197807,0.363110983046937
jzczhz,rgb,ycbcr_bt709,10,0.8696584607695522,0.9048917610699293,0.8981062955867218,0.934327573864489,7.6139420129962785,7.673425436314167,7.830464716896323,7.851378348815921,32.057920716895914,32.72496099337972,34.730908314849835,34.134870425796734,34.730908314849835,-0.5960378890531004
hsv_conic,jzczhz,srgb_linear,10,0.8389900650244726,0.9179826041672545,0.8939211207245401,0.8640594007659332,7.91775324491911,7.6139420129962785,7.496828610605661,7.9453401500913206,34.595471137060706,32.057920716895914,31.15979519695565,34.134096755329956,34.595471137060706,-0.4613743817307494
c16,hsv_conic,ycbcr_bt709,10,0.9180533380811582,0.9519898656952049,0.9301968070229979,0.9538996441626763,7.832689776667282,7.91775324491911,7.830464716896323,7.8471892097378415,33.256139919264164,34.595471137060706,34.730908314849835,34.13398141806118,34.730908314849835,-0.5969268967886521
c16,oklab,oklch,10,0.869737366852218,0.9387300436517169,0.9184662707596537,0.8821503410495527,7.832689776667282,7.828507696346305,7.8159916984152575,7.950256519665523,33.256139919264164,35.39255811487449,32.661160784563286,34.1215121185555,35.39255811487449,-1.271045996318989
c16,oklch,ycbcr_bt709,10,0.8722091281292791,0.9184662707596537,0.9301968070229979,0.8955676128072436,7.832689776667282,7.8159916984152575,7.830464716896323,7.990948938443535,33.256139919264164,32.661160784563286,34.730908314849835,34.11252206428759,34.730908314849835,-0.6183862505622457
c16,jzczhz,srgb_linear,10,0.8453353272063169,0.9327782011366346,0.8915819483184491,0.8640594007659332,7.832689776667282,7.6139420129962785,7.496828610605661,8.007596334376672,33.256139919264164,32.057920716895914,31.15979519695565,34.10497123027705,33.256139919264164,0.8488313110128871
c16,hsv_conic,rgb,10,0.9371285908596292,0.9519898656952049,0.9507474213347489,0.9708135489807216,7.832689776667282,7.91775324491911,7.673425436314167,7.822079609742643,33.256139919264164,34.595471137060706,32.72496099337972,34.099946769172455,34.595471137060706,-0.49552436788825105
c16,hsv_conic,jzczhz,10,0.9019276069566328,0.9519898656952049,0.9327782011366346,0.9179826041672545,7.832689776667282,7.91775324491911,7.6139420129962785,7.974423162779227,33.256139919264164,34.595471137060706,32.057920716895914,34.08713273451906,34.595471137060706,-0.5083384025416464
c02,rgb,ycbcr_bt709,10,0.90064605216958,0.9414640847428759,0.9247020904423741,0.934327573864489,7.796517775252461,7.673425436314167,7.830464716896323,7.790676519579241,33.77989990197807,32.72496099337972,34.730908314849835,34.077018377865926,34.730908314849835,-0.6538899369839086
oklch,rgb,ycbcr_bt709,10,0.8611342344592542,0.891710992426416,0.8955676128072436,0.934327573864489,7.8159916984152575,7.673425436314167,7.830464716896323,7.853488725298814,32.661160784563286,32.72496099337972,34.730908314849835,34.074715612288934,34.730908314849835,-0.6561927025609009
c02,cielab,hsv_conic,10,0.9229478534216231,0.9371273093720178,0.9477453032263033,0.9604017465403342,7.796517775252461,7.573457329032071,7.91775324491911,7.755606495020423,33.77989990197807,32.833098980563705,34.595471137060706,34.070388289058926,34.595471137060706,-0.5250828480017802
c16,cielab,ycbcr_bt709,10,0.9062368034686008,0.9413819745312187,0.9301968070229979,0.9404343766803901,7.832689776667282,7.573457329032071,7.830464716896323,7.816585512898419,33.256139919264164,32.833098980563705,34.730908314849835,34.069722201432754,34.730908314849835,-0.6611861134170809
hsv_conic,ictcp_pq,xyz,10,0.7698128175195481,0.8833828997277997,0.8225911876234253,0.8313615532766935,7.91775324491911,7.286426627201346,6.646894189985868,7.611525907974416,34.595471137060706,32.70964465056424,26.761019442700896,34.05723223100043,34.595471137060706,-0.538238906060279
c16,jzczhz,ycbcr_bt709,10,0.8815924882005225,0.9327782011366346,0.9301968070229979,0.8981062955867218,7.832689776667282,7.6139420129962785,7.830464716896323,7.975432501725796,33.256139919264164,32.057920716895914,34.730908314849835,34.05383316406548,34.730908314849835,-0.6770751507843542
c16,ictcp_pq,rgb,10,0.8505047856929812,0.8767441144701673,0.9507474213347489,0.8717592922676731,7.832689776667282,7.286426627201346,7.673425436314167,7.762283976208427,33.256139919264164,32.70964465056424,32.72496099337972,34.0504069853517,33.256139919264164,0.7942670660875351
c02,c16,jzczhz,10,0.908157316093458,0.9639084923484731,0.9190589965860401,0.9327782011366346,7.796517775252461,7.832689776667282,7.6139420129962785,7.97118800443499,33.77989990197807,33.256139919264164,32.057920716895914,34.046085406611965,33.77989990197807,0.2661855046338957
c16,hsv_conic,srgb_linear,10,0.8689304170696961,0.9519898656952049,0.8915819483184491,0.8939211207245401,7.832689776667282,7.91775324491911,7.496828610605661,7.964491117796551,33.256139919264164,34.595471137060706,31.15979519695565,34.037319828466146,34.595471137060706,-0.5581513085945602
c16,cielab,oklab,10,0.9155647673751476,0.9413819745312187,0.9387300436517169,0.9508551373258427,7.832689776667282,7.573457329032071,7.828507696346305,7.69886439991529,33.256139919264164,32.833098980563705,35.39255811487449,34.02718414237322,35.39255811487449,-1.365373972501267
hsv_conic,jzazbz,oklch,10,0.8733216193000839,0.9490967037589624,0.904363940676593,0.8927790572384648,7.91775324491911,7.943999943381203,7.8159916984152575,7.814958625945893,34.595471137060706,35.48254059634142,32.661160784563286,34.007958476585124,35.48254059634142,-1.474582119756299
c02,oklab,rgb,10,0.9101811652226495,0.940216882760239,0.9414640847428759,0.938205366135797,7.796517775252461,7.828507696346305,7.673425436314167,7.744971974205866,33.77989990197807,35.39255811487449,32.72496099337972,34.001581222637505,35.39255811487449,-1.390976892236985
hsv_conic,ictcp_pq,oklch,10,0.814228753897034,0.8833828997277997,0.904363940676593,0.8397021995254036,7.91775324491911,7.286426627201346,7.8159916984152575,7.847556534400949,34.595471137060706,32.70964465056424,32.661160784563286,33.990128987886884,34.595471137060706,-0.605342149173822
hsv_conic,jzazbz,jzczhz,10,0.8891202442071402,0.9490967037589624,0.9179826041672545,0.9100334886716965,7.91775324491911,7.943999943381203,7.6139420129962785,7.817449891177344,34.595471137060706,35.48254059634142,32.057920716895914,33.97208256149013,35.48254059634142,-1.5104580348512897
ictcp_pq,oklab,xyz,10,0.7797147253767127,0.8949742503955356,0.8313615532766935,0.8313000965821944,7.286426627201346,7.828507696346305,6.646894189985868,7.502692132224217,32.70964465056424,35.39255811487449,26.761019442700896,33.96992330722451,35.39255811487449,-1.4226348076499775
c16,oklch,srgb_linear,10,0.8349336541115824,0.9184662707596537,0.8915819483184491,0.8592273158915689,7.832689776667282,7.8159916984152575,7.496828610605661,7.99721499645578,33.256139919264164,32.661160784563286,31.15979519695565,33.95414660502203,33.256139919264164,0.6980066857578677
hsv_conic,oklch,srgb_linear,10,0.8292163155924589,0.904363940676593,0.8939211207245401,0.8592273158915689,7.91775324491911,7.8159916984152575,7.496828610605661,7.9405295341261155,34.595471137060706,32.661160784563286,31.15979519695565,33.917102387015476,34.595471137060706,-0.6783687500452302
c16,jzazbz,jzczhz,10,0.894183503285585,0.945304482431502,0.9327782011366346,0.9100334886716965,7.832689776667282,7.943999943381203,7.6139420129962785,7.932390474338507,33.256139919264164,35.48254059634142,32.057920716895914,33.9044769610561,35.48254059634142,-1.578063635285325
