cs1,cs2,cs3,n_images,agree_all_frac_mean,agree12_frac_mean,agree13_frac_mean,agree23_frac_mean,miou1_imgmean,miou2_imgmean,miou3_imgmean,miouE_imgmean,miou1_dataset,miou2_dataset,miou3_dataset,miouE_dataset,best_single_dataset,ensemble_gain_over_best_single
ictcp_pq,jzczhz,oklab,10,0.8421930243034389,0.8893382370013814,0.8949742503955356,0.8990338981361082,7.286426627201346,7.6139420129962785,7.828507696346305,7.620073818310256,32.70964465056424,32.057920716895914,35.39255811487449,33.89741474288399,35.39255811487449,-1.4951433719905012
cielab,srgb_linear,ycbcr_bt709,10,0.8861725578948567,0.898138993313812,0.9404343766803901,0.9320252787296435,7.573457329032071,7.496828610605661,7.830464716896323,7.788875594885934,32.833098980563705,31.15979519695565,34.730908314849835,33.89422817776839,34.730908314849835,-0.8366801370814443
rgb,srgb_linear,ycbcr_bt709,10,0.880063219650905,0.8920791404002923,0.934327573864489,0.9320252787296435,7.673425436314167,7.496828610605661,7.830464716896323,7.791853856525174,32.72496099337972,31.15979519695565,34.730908314849835,33.89392090527652,34.730908314849835,-0.8369874095733181
c02,oklch,srgb_linear,10,0.8235608523561252,0.9036829775766595,0.8833168196272556,0.8592273158915689,7.796517775252461,7.8159916984152575,7.496828610605661,7.9676741923330185,33.77989990197807,32.661160784563286,31.15979519695565,33.890066911297026,33.77989990197807,0.11016700931895684
hsv_conic,oklch,xyz,10,0.7560222463662918,0.904363940676593,0.8225911876234253,0.7840476845922458,7.91775324491911,7.8159916984152575,6.646894189985868,7.939782659685875,34.595471137060706,32.661160784563286,26.761019442700896,33.86614980428776,34.595471137060706,-0.7293213327729475
c16,ictcp_pq,oklch,10,0.817896917527313,0.8767441144701673,0.9184662707596537,0.8397021995254036,7.832689776667282,7.286426627201346,7.8159916984152575,7.974056157034522,33.256139919264164,32.70964465056424,32.661160784563286,33.86559996981742,33.256139919264164,0.6094600505532526
c16,ictcp_pq,xyz,10,0.7650747180326116,0.8767441144701673,0.819191675703592,0.8313615532766935,7.832689776667282,7.286426627201346,6.646894189985868,7.664686072303601,33.256139919264164,32.70964465056424,26.761019442700896,33.84095086901243,33.256139919264164,0.5848109497482668
c16,hsv_conic,xyz,10,0.7970950990420494,0.9519898656952049,0.819191675703592,0.8225911876234253,7.832689776667282,7.91775324491911,6.646894189985868,7.935145458913064,33.256139919264164,34.595471137060706,26.761019442700896,33.83233688927554,34.595471137060706,-0.7631342477851675
cielab,jzazbz,xyz,10,0.8002674305900257,0.947718662042884,0.8283594703606287,0.823468652129832,7.573457329032071,7.943999943381203,6.646894189985868,7.786475075848739,32.833098980563705,35.48254059634142,26.761019442700896,33.831174622739645,35.48254059634142,-1.6513659736017772
cielab,hsv_conic,srgb_linear,10,0.8768972728043133,0.9604017465403342,0.898138993313812,0.8939211207245401,7.573457329032071,7.91775324491911,7.496828610605661,7.818264060308766,32.833098980563705,34.595471137060706,31.15979519695565,33.827001363005415,34.595471137060706,-0.7684697740552906
c02,c16,srgb_linear,10,0.8695351758556719,0.9639084923484731,0.8833168196272556,0.8915819483184491,7.796517775252461,7.832689776667282,7.496828610605661,7.929680312331816,33.77989990197807,33.256139919264164,31.15979519695565,33.82341338791702,33.77989990197807,0.0435134859389521
c16,cielab,hsv_conic,10,0.9270556333035387,0.9413819745312187,0.9519898656952049,0.9604017465403342,7.832689776667282,7.573457329032071,7.91775324491911,7.752961776773956,33.256139919264164,32.833098980563705,34.595471137060706,33.819140745679924,34.595471137060706,-0.7763303913807817
cielab,ictcp_pq,jzczhz,10,0.8345350809796482,0.8799639094442494,0.8983047276893142,0.8893382370013814,7.573457329032071,7.286426627201346,7.6139420129962785,7.638171553820632,32.833098980563705,32.70964465056424,32.057920716895914,33.75392362092257,32.833098980563705,0.920824640358866
ictcp_pq,rgb,srgb_linear,10,0.808113179290603,0.8717592922676731,0.8498279690270133,0.8920791404002923,7.286426627201346,7.673425436314167,7.496828610605661,7.746435447823266,32.70964465056424,32.72496099337972,31.15979519695565,33.744252425307614,32.72496099337972,1.019291431927897
c02,ictcp_pq,oklch,10,0.8133654248594435,0.8826958123373826,0.9036829775766595,0.8397021995254036,7.796517775252461,7.286426627201346,7.8159916984152575,7.871194054192239,33.77989990197807,32.70964465056424,32.661160784563286,33.73343669000622,33.77989990197807,-0.04646321197184733
jzczhz,oklab,xyz,10,0.7800343261052778,0.8990338981361082,0.828598392422393,0.8313000965821944,7.6139420129962785,7.828507696346305,6.646894189985868,7.7324576864552395,32.057920716895914,35.39255811487449,26.761019442700896,33.72287084218448,35.39255811487449,-1.6696872726900125
c16,oklab,rgb,10,0.9139349133655227,0.9387300436517169,0.9507474213347489,0.938205366135797,7.832689776667282,7.828507696346305,7.673425436314167,7.707330548379536,33.256139919264164,35.39255811487449,32.72496099337972,33.709206572519264,35.39255811487449,-1.6833515423552257
c16,jzazbz,oklch,10,0.878362302420399,0.945304482431502,0.9184662707596537,0.8927790572384648,7.832689776667282,7.943999943381203,7.8159916984152575,7.9062208098619635,33.256139919264164,35.48254059634142,32.661160784563286,33.701758552958474,35.48254059634142,-1.780782043382949
c16,cielab,oklch,10,0.8711559051821114,0.9413819745312187,0.9184662707596537,0.8818726509016935,7.832689776667282,7.573457329032071,7.8159916984152575,7.899984396242959,33.256139919264164,32.833098980563705,32.661160784563286,33.70170158397593,33.256139919264164,0.44556166471176795
c02,rgb,srgb_linear,10,0.8593571513273275,0.9414640847428759,0.8833168196272556,0.8920791404002923,7.796517775252461,7.673425436314167,7.496828610605661,7.915524983343042,33.77989990197807,32.72496099337972,31.15979519695565,33.69228266023738,33.77989990197807,-0.08761724174068775
hsv_conic,rgb,srgb_linear,10,0.8792450759110604,0.9708135489807216,0.8939211207245401,0.8920791404002923,7.91775324491911,7.673425436314167,7.496828610605661,7.8393227396503224,34.595471137060706,32.72496099337972,31.15979519695565,33.6822756632481,34.595471137060706,-0.9131954738126069
c16,oklch,rgb,10,0.8806695789869561,0.9184662707596537,0.9507474213347489,0.891710992426416,7.832689776667282,7.8159916984152575,7.673425436314167,7.889782711341186,33.256139919264164,32.661160784563286,32.72496099337972,33.6766946216431,33.256139919264164,0.42055470237893644
ictcp_pq,jzazbz,xyz,10,0.7838800132315671,0.9107417779428364,0.8313615532766935,0.823468652129832,7.286426627201346,7.943999943381203,6.646894189985868,7.504311668023638,32.70964465056424,35.48254059634142,26.761019442700896,33.6611200762856,35.48254059634142,-1.821420520055824
cielab,ictcp_pq,srgb_linear,10,0.8151917233176869,0.8799639094442494,0.898138993313812,0.8498279690270133,7.573457329032071,7.286426627201346,7.496828610605661,7.733120553075722,32.833098980563705,32.70964465056424,31.15979519695565,33.604989856050665,32.833098980563705,0.7718908754869602
c16,rgb,ycbcr_bt709,10,0.9079039857418565,0.9507474213347489,0.9301968070229979,0.934327573864489,7.832689776667282,7.673425436314167,7.830464716896323,7.742526752271904,33.256139919264164,32.72496099337972,34.730908314849835,33.602122412861036,34.730908314849835,-1.128785901988799
rgb,xyz,ycbcr_bt709,10,0.8086291694789827,0.828285238257164,0.934327573864489,0.8530732601696454,7.673425436314167,6.646894189985868,7.830464716896323,7.764957627656227,32.72496099337972,26.761019442700896,34.730908314849835,33.59718969095165,34.730908314849835,-1.133718623898183
c16,cielab,jzczhz,10,0.8868686009799809,0.9413819745312187,0.9327782011366346,0.8983047276893142,7.832689776667282,7.573457329032071,7.6139420129962785,7.877515472414716,33.256139919264164,32.833098980563705,32.057920716895914,33.58225842434126,33.256139919264164,0.3261185050770976
ictcp_pq,jzczhz,ycbcr_bt709,10,0.8323139436551997,0.8893382370013814,0.8760256573171065,0.8981062955867218,7.286426627201346,7.6139420129962785,7.830464716896323,7.6624043039674845,32.70964465056424,32.057920716895914,34.730908314849835,33.56473287109624,34.730908314849835,-1.1661754437535947
c16,hsv_conic,jzazbz,10,0.9232032496953296,0.9519898656952049,0.945304482431502,0.9490967037589624,7.832689776667282,7.91775324491911,7.943999943381203,7.7365504691817675,33.256139919264164,34.595471137060706,35.48254059634142,33.56303337447552,35.48254059634142,-1.9195072218658993
c16,jzczhz,rgb,10,0.8947868929682612,0.9327782011366346,0.9507474213347489,0.9048917610699293,7.832689776667282,7.6139420129962785,7.673425436314167,7.864963265545983,33.256139919264164,32.057920716895914,32.72496099337972,33.552683045994755,33.256139919264164,0.29654312673059025
c02,c16,ictcp_pq,10,0.8617381880211253,0.9639084923484731,0.8826958123373826,0.8767441144701673,7.796517775252461,7.832689776667282,7.286426627201346,7.840371849571028,33.77989990197807,33.256139919264164,32.70964465056424,33.535729257439165,33.77989990197807,-0.24417064453890447
cielab,hsv_conic,xyz,10,0.8063741383899388,0.9604017465403342,0.8283594703606287,0.8225911876234253,7.573457329032071,7.91775324491911,6.646894189985868,7.796070047704022,32.833098980563705,34.595471137060706,26.761019442700896,33.52728782106424,34.595471137060706,-1.068183315996464
cielab,jzczhz,srgb_linear,10,0.8319872016030925,0.8983047276893142,0.898138993313812,0.8640594007659332,7.573457329032071,7.6139420129962785,7.496828610605661,7.909192301168415,32.833098980563705,32.057920716895914,31.15979519695565,33.50394558722791,32.833098980563705,0.670846606664206
jzczhz,oklab,oklch,10,0.8473592923827427,0.8990338981361082,0.9120282825059723,0.8821503410495527,7.6139420129962785,7.828507696346305,7.8159916984152575,7.927642402453604,32.057920716895914,35.39255811487449,32.661160784563286,33.49849850006028,35.39255811487449,-1.8940596148142106
ictcp_pq,jzczhz,rgb,10,0.8338274914768773,0.8893382370013814,0.8717592922676731,0.9048917610699293,7.286426627201346,7.6139420129962785,7.673425436314167,7.6007258508156585,32.70964465056424,32.057920716895914,32.72496099337972,33.47586156661656,32.72496099337972,0.7509005732368408
cielab,rgb,xyz,10,0.8139376578938708,0.9709809720402086,0.8283594703606287,0.828285238257164,7.573457329032071,7.673425436314167,6.646894189985868,7.762551795096618,32.833098980563705,32.72496099337972,26.761019442700896,33.41662238171295,32.833098980563705,0.5835234011492432
c16,oklch,xyz,10,0.7611858279029953,0.9184662707596537,0.819191675703592,0.7840476845922458,7.832689776667282,7.8159916984152575,6.646894189985868,7.892927878438849,33.256139919264164,32.661160784563286,26.761019442700896,33.41036075593062,33.256139919264164,0.15422083666645392
ictcp_pq,xyz,ycbcr_bt709,10,0.7807958465593674,0.8313615532766935,0.8760256573171065,0.8530732601696454,7.286426627201346,6.646894189985868,7.830464716896323,7.4355597242203775,32.70964465056424,26.761019442700896,34.730908314849835,33.40902558241904,34.730908314849835,-1.3218827324307938
c02,hsv_conic,ictcp_pq,10,0.8573189313982379,0.9477453032263033,0.8826958123373826,0.8833828997277997,7.796517775252461,7.91775324491911,7.286426627201346,7.615507207142852,33.77989990197807,34.595471137060706,32.70964465056424,33.406269360434734,34.595471137060706,-1.1892017766259713
jzczhz,xyz,ycbcr_bt709,10,0.7903118499376836,0.828598392422393,0.8981062955867218,0.8530732601696454,7.6139420129962785,6.646894189985868,7.830464716896323,7.643958883995287,32.057920716895914,26.761019442700896,34.730908314849835,33.405078126246906,34.730908314849835,-1.3258301886029287
c16,hsv_conic,ictcp_pq,10,0.8565141381501787,0.9519898656952049,0.8767441144701673,0.8833828997277997,7.832689776667282,7.91775324491911,7.286426627201346,7.6958809540023765,33.256139919264164,34.595471137060706,32.70964465056424,33.38855702534519,34.595471137060706,-1.2069141117155127
hsv_conic,jzczhz,oklch,10,0.8675440683655287,0.9179826041672545,0.904363940676593,0.9120282825059723,7.91775324491911,7.6139420129962785,7.8159916984152575,7.928042124482234,34.595471137060706,32.057920716895914,32.661160784563286,33.373417605803986,34.595471137060706,-1.2220535312567193
cielab,xyz,ycbcr_bt709,10,0.81169030809635,0.8283594703606287,0.9404343766803901,0.8530732601696454,7.573457329032071,6.646894189985868,7.830464716896323,7.69960945474336,32.833098980563705,26.761019442700896,34.730908314849835,33.35063939862397,34.730908314849835,-1.380268916225866
cielab,jzczhz,oklch,10,0.8466046149796277,0.8983047276893142,0.8818726509016935,0.9120282825059723,7.573457329032071,7.6139420129962785,7.8159916984152575,7.910420501393917,32.833098980563705,32.057920716895914,32.661160784563286,33.33132376401076,32.833098980563705,0.498224783447057
cielab,oklch,srgb_linear,10,0.8208390225685072,0.8818726509016935,0.898138993313812,0.8592273158915689,7.573457329032071,7.8159916984152575,7.496828610605661,7.908887418601195,32.833098980563705,32.661160784563286,31.15979519695565,33.31261727986914,32.833098980563705,0.47951829930543255
jzczhz,oklch,rgb,10,0.8548481080211191,0.9120282825059723,0.9048917610699293,0.891710992426416,7.6139420129962785,7.8159916984152575,7.673425436314167,7.916664424909548,32.057920716895914,32.661160784563286,32.72496099337972,33.30703360250399,32.72496099337972,0.5820726091242747
jzczhz,oklch,srgb_linear,10,0.8186719283242523,0.9120282825059723,0.8640594007659332,0.8592273158915689,7.6139420129962785,7.8159916984152575,7.496828610605661,7.905479521873384,32.057920716895914,32.661160784563286,31.15979519695565,33.24698963060273,32.661160784563286,0.5858288460394405
hsv_conic,rgb,xyz,10,0.8116473866322524,0.9708135489807216,0.8225911876234253,0.828285238257164,7.91775324491911,7.673425436314167,6.646894189985868,7.769037601010865,34.595471137060706,32.72496099337972,26.761019442700896,33.24173512477713,34.595471137060706,-1.3537360122835764
c02,cielab,xyz,10,0.7933194449830647,0.9371273093720178,0.8197369389759978,0.8283594703606287,7.796517775252461,7.573457329032071,6.646894189985868,7.763706638207073,33.77989990197807,32.833098980563705,26.761019442700896,33.24153057999579,33.77989990197807,-0.5383693219822803
c02,jzczhz,oklch,10,0.8676296433043957,0.9190589965860401,0.9036829775766595,0.9120282825059723,7.796517775252461,7.6139420129962785,7.8159916984152575,7.895948425635486,33.77989990197807,32.057920716895914,32.661160784563286,33.23973383418505,33.77989990197807,-0.5401660677930167
c16,cielab,srgb_linear,10,0.866478906385133,0.9413819745312187,0.8915819483184491,0.898138993313812,7.832689776667282,7.573457329032071,7.496828610605661,7.890702009064799,33.256139919264164,32.833098980563705,31.15979519695565,33.22246378946325,33.256139919264164,-0.0336761298009165
c16,cielab,xyz,10,0.7951942960262627,0.9413819745312187,0.819191675703592,0.8283594703606287,7.832689776667282,7.573457329032071,6.646894189985868,7.874633523596065,33.256139919264164,32.833098980563705,26.761019442700896,33.2083822356691,33.256139919264164,-0.047757683595065714
jzczhz,oklch,ycbcr_bt709,10,0.8538480056296096,0.9120282825059723,0.8981062955867218,0.8955676128072436,7.6139420129962785,7.8159916984152575,7.830464716896323,7.906291536734203,32.057920716895914,32.661160784563286,34.730908314849835,33.197907052505634,34.730908314849835,-1.5330012623442002
cielab,rgb,srgb_linear,10,0.8808132925977151,0.9709809720402086,0.898138993313812,0.8920791404002923,7.573457329032071,7.673425436314167,7.496828610605661,7.699368223207863,32.833098980563705,32.72496099337972,31.15979519695565,33.15902717839648,32.833098980563705,0.3259281978327735
jzazbz,jzczhz,oklch,10,0.8575310952459908,0.9100334886716965,0.8927790572384648,0.9120282825059723,7.943999943381203,7.6139420129962785,7.8159916984152575,7.89320990640117,35.48254059634142,32.057920716895914,32.661160784563286,33.13981864004922,35.48254059634142,-2.342721956292202
c02,oklch,xyz,10,0.7542304975784395,0.9036829775766595,0.8197369389759978,0.7840476845922458,7.796517775252461,7.8159916984152575,6.646894189985868,7.803709670978407,33.77989990197807,32.661160784563286,26.761019442700896,33.115897364481526,33.77989990197807,-0.6640025374965433
cielab,rgb,ycbcr_bt709,10,0.9230705024103083,0.9709809720402086,0.9404343766803901,0.934327573864489,7.573457329032071,7.673425436314167,7.830464716896323,7.695177680539134,32.833098980563705,32.72496099337972,34.730908314849835,33.10230762193034,34.730908314849835,-1.6286006929194912
cielab,hsv_conic,rgb,10,0.9511022647187559,0.9604017465403342,0.9709809720402086,0.9708135489807216,7.573457329032071,7.91775324491911,7.673425436314167,7.742308964147794,32.833098980563705,34.595471137060706,32.72496099337972,33.08698769893865,34.595471137060706,-1.508483438122056
c16,jzczhz,oklch,10,0.8817988586382561,0.9327782011366346,0.9184662707596537,0.9120282825059723,7.832689776667282,7.6139420129962785,7.8159916984152575,7.895298454955835,33.256139919264164,32.057920716895914,32.661160784563286,33.06867707907413,33.256139919264164,-0.18746284019003667
jzczhz,rgb,srgb_linear,10,0.8322039543116901,0.9048917610699293,0.8640594007659332,0.8920791404002923,7.6139420129962785,7.673425436314167,7.496828610605661,7.860446375891226,32.057920716895914,32.72496099337972,31.15979519695565,33.045623502431,32.72496099337972,0.3206625090512816
c02,c16,xyz,10,0.8015450094022549,0.9639084923484731,0.8197369389759978,0.819191675703592,7.796517775252461,7.832689776667282,6.646894189985868,7.743123167408629,33.77989990197807,33.256139919264164,26.761019442700896,32.97400746364304,33.77989990197807,-0.8058924383350288
cielab,ictcp_pq,rgb,10,0.8615145307882411,0.8799639094442494,0.9709809720402086,0.8717592922676731,7.573457329032071,7.286426627201346,7.673425436314167,7.642754189011524,32.833098980563705,32.70964465056424,32.72496099337972,32.95516976770805,32.833098980563705,0.12207078714434516
hsv_conic,jzczhz,xyz,10,0.7857540769368757,0.9179826041672545,0.8225911876234253,0.828598392422393,7.91775324491911,7.6139420129962785,6.646894189985868,7.687977395630533,34.595471137060706,32.057920716895914,26.761019442700896,32.936265611261135,34.595471137060706,-1.659205525799571
cielab,oklab,rgb,10,0.9302177110044172,0.9508551373258427,0.9709809720402086,0.938205366135797,7.573457329032071,7.828507696346305,7.673425436314167,7.603146338158699,32.833098980563705,35.39255811487449,32.72496099337972,32.93227931376115,35.39255811487449,-2.46027880111334
oklch,rgb,srgb_linear,10,0.8225134325427712,0.891710992426416,0.8592273158915689,0.8920791404002923,7.8159916984152575,7.673425436314167,7.496828610605661,7.85857762343331,32.661160784563286,32.72496099337972,31.15979519695565,32.88425543166717,32.72496099337972,0.1592944382874535
cielab,jzazbz,rgb,10,0.9294640242526034,0.947718662042884,0.9709809720402086,0.9400443106296992,7.573457329032071,7.943999943381203,7.673425436314167,7.616776873153628,32.833098980563705,35.48254059634142,32.72496099337972,32.832729059348736,35.48254059634142,-2.6498115369926865
c02,rgb,xyz,10,0.7955010862774401,0.9414640847428759,0.8197369389759978,0.828285238257164,7.796517775252461,7.673425436314167,6.646894189985868,7.748125191575146,33.77989990197807,32.72496099337972,26.761019442700896,32.83163776460402,33.77989990197807,-0.9482621373740514
c16,rgb,xyz,10,0.7999004151527426,0.9507474213347489,0.819191675703592,0.828285238257164,7.832689776667282,7.673425436314167,6.646894189985868,7.8351742455614275,33.256139919264164,32.72496099337972,26.761019442700896,32.82511410733511,33.256139919264164,-0.43102581192905376
cielab,jzczhz,rgb,10,0.8873523767071113,0.8983047276893142,0.9709809720402086,0.9048917610699293,7.573457329032071,7.6139420129962785,7.673425436314167,7.660143454013456,32.833098980563705,32.057920716895914,32.72496099337972,32.80488277038957,32.833098980563705,-0.028216210174136336
cielab,oklch,rgb,10,0.8726839452091092,0.8818726509016935,0.9709809720402086,0.891710992426416,7.573457329032071,7.8159916984152575,7.673425436314167,7.664712026439898,32.833098980563705,32.661160784563286,32.72496099337972,32.76593558598957,32.833098980563705,-0.06716339457413767
c16,rgb,srgb_linear,10,0.8681613767832321,0.9507474213347489,0.8915819483184491,0.8920791404002923,7.832689776667282,7.673425436314167,7.496828610605661,7.799974718260865,33.256139919264164,32.72496099337972,31.15979519695565,32.65844773923464,33.256139919264164,-0.5976921800295258
c16,ictcp_pq,jzczhz,10,0.8500468798969061,0.8767441144701673,0.9327782011366346,0.8893382370013814,7.832689776667282,7.286426627201346,7.6139420129962785,7.6573906194485755,33.256139919264164,32.70964465056424,32.057920716895914,32.65262702332991,33.256139919264164,-0.6035128959342515
cielab,oklch,xyz,10,0.7482190797735915,0.8818726509016935,0.8283594703606287,0.7840476845922458,7.573457329032071,7.8159916984152575,6.646894189985868,7.787264762302537,32.833098980563705,32.661160784563286,26.761019442700896,32.65159357818839,32.833098980563705,-0.18150540237531487
c16,jzczhz,xyz,10,0.7915809769466791,0.9327782011366346,0.819191675703592,0.828598392422393,7.832689776667282,7.6139420129962785,6.646894189985868,7.653008274213043,33.256139919264164,32.057920716895914,26.761019442700896,32.56457716492797,33.256139919264164,-0.6915627543361964
c02,cielab,rgb,10,0.9249617726983097,0.9371273093720178,0.9414640847428759,0.9709809720402086,7.796517775252461,7.573457329032071,7.673425436314167,7.581183693577048,33.77989990197807,32.833098980563705,32.72496099337972,32.52608962453526,33.77989990197807,-1.2538102774428097
c16,cielab,rgb,10,0.9317409156896149,0.9413819745312187,0.9507474213347489,0.9709809720402086,7.832689776667282,7.573457329032071,7.673425436314167,7.605017676749595,33.256139919264164,32.833098980563705,32.72496099337972,32.51831106947204,33.256139919264164,-0.7378288497921233
hsv_conic,ictcp_pq,jzczhz,10,0.8456230001887368,0.8833828997277997,0.9179826041672545,0.8893382370013814,7.91775324491911,7.286426627201346,7.6139420129962785,7.506692137957636,34.595471137060706,32.70964465056424,32.057920716895914,32.482867553608536,34.595471137060706,-2.11260358345217
oklch,rgb,xyz,10,0.7529470785959969,0.891710992426416,0.7840476845922458,0.828285238257164,7.8159916984152575,7.673425436314167,6.646894189985868,7.787936473444487,32.661160784563286,32.72496099337972,26.761019442700896,32.449863751079796,32.72496099337972,-0.27509724229992116
ictcp_pq,jzczhz,oklch,10,0.8207913168018081,0.8893382370013814,0.8397021995254036,0.9120282825059723,7.286426627201346,7.6139420129962785,7.8159916984152575,7.730653972893985,32.70964465056424,32.057920716895914,32.661160784563286,32.36265962714205,32.70964465056424,-0.3469850234221923
c02,jzczhz,xyz,10,0.7851389755690616,0.9190589965860401,0.8197369389759978,0.828598392422393,7.796517775252461,7.6139420129962785,6.646894189985868,7.561790443726939,33.77989990197807,32.057920716895914,26.761019442700896,32.294417472009215,33.77989990197807,-1.4854824299688545
c02,ictcp_pq,jzczhz,10,0.8460517517049171,0.8826958123373826,0.9190589965860401,0.8893382370013814,7.796517775252461,7.286426627201346,7.6139420129962785,7.522559396201989,33.77989990197807,32.70964465056424,32.057920716895914,32.2791962935612,33.77989990197807,-1.5007036084168703
jzczhz,oklch,xyz,10,0.7634510424349561,0.9120282825059723,0.828598392422393,0.7840476845922458,7.6139420129962785,7.8159916984152575,6.646894189985868,7.640215015277704,32.057920716895914,32.661160784563286,26.761019442700896,32.224930914563274,32.661160784563286,-0.43622987000001245
hsv_conic,srgb_linear,xyz,10,0.8115875867686075,0.8939211207245401,0.8225911876234253,0.9060910647900478,7.91775324491911,7.496828610605661,6.646894189985868,7.664104015299169,34.595471137060706,31.15979519695565,26.761019442700896,32.219472001872404,34.595471137060706,-2.3759991351883016
ictcp_pq,rgb,xyz,10,0.7670138794257154,0.8717592922676731,0.8313615532766935,0.828285238257164,7.286426627201346,7.673425436314167,6.646894189985868,7.378386843205602,32.70964465056424,32.72496099337972,26.761019442700896,32.17826272569932,32.72496099337972,-0.546698267680398
jzazbz,srgb_linear,xyz,10,0.8158859500364304,0.9016544266659547,0.823468652129832,0.9060910647900478,7.943999943381203,7.496828610605661,6.646894189985868,7.607838801840728,35.48254059634142,31.15979519695565,26.761019442700896,31.99545830617999,35.48254059634142,-3.487082290161432
oklab,srgb_linear,xyz,10,0.8223764200226048,0.9067578798705721,0.8313000965821944,0.9060910647900478,7.828507696346305,7.496828610605661,6.646894189985868,7.604585591456662,35.39255811487449,31.15979519695565,26.761019442700896,31.981334137888002,35.39255811487449,-3.411223976986488
srgb_linear,xyz,ycbcr_bt709,10,0.845691312024309,0.9060910647900478,0.9320252787296435,0.8530732601696454,7.496828610605661,6.646894189985868,7.830464716896323,7.6031586898384855,31.15979519695565,26.761019442700896,34.730908314849835,31.94755074530266,34.730908314849835,-2.7833575695471744
cielab,jzczhz,xyz,10,0.7793582740784832,0.8983047276893142,0.8283594703606287,0.828598392422393,7.573457329032071,7.6139420129962785,6.646894189985868,7.556953223957097,32.833098980563705,32.057920716895914,26.761019442700896,31.946489198522208,32.833098980563705,-0.8866097820414964
jzczhz,rgb,xyz,10,0.7825902922819289,0.9048917610699293,0.828598392422393,0.828285238257164,7.6139420129962785,7.673425436314167,6.646894189985868,7.560374457487988,32.057920716895914,32.72496099337972,26.761019442700896,31.789300312748566,32.72496099337972,-0.9356606806311518
cielab,ictcp_pq,xyz,10,0.7709250621495682,0.8799639094442494,0.8283594703606287,0.8313615532766935,7.573457329032071,7.286426627201346,6.646894189985868,7.303134925355515,32.833098980563705,32.70964465056424,26.761019442700896,31.759366529875088,32.833098980563705,-1.0737324506886168
oklch,srgb_linear,xyz,10,0.7752639739542964,0.8592273158915689,0.7840476845922458,0.9060910647900478,7.8159916984152575,7.496828610605661,6.646894189985868,7.581737767736335,32.661160784563286,31.15979519695565,26.761019442700896,31.7488211802113,32.661160784563286,-0.9123396043519847
rgb,srgb_linear,xyz,10,0.8135920155361273,0.8920791404002923,0.828285238257164,0.9060910647900478,7.673425436314167,7.496828610605661,6.646894189985868,7.580296467382484,32.72496099337972,31.15979519695565,26.761019442700896,31.695869266395917,32.72496099337972,-1.0290917269838005
c16,srgb_linear,xyz,10,0.8089905312323917,0.8915819483184491,0.819191675703592,0.9060910647900478,7.832689776667282,7.496828610605661,6.646894189985868,7.552088514080163,33.256139919264164,31.15979519695565,26.761019442700896,31.617748628865805,33.256139919264164,-1.63839129039836
cielab,srgb_linear,xyz,10,0.8166150460685715,0.898138993313812,0.8283594703606287,0.9060910647900478,7.573457329032071,7.496828610605661,6.646894189985868,7.521409992957544,32.833098980563705,31.15979519695565,26.761019442700896,31.456045926912097,32.833098980563705,-1.3770530536516077
c02,srgb_linear,xyz,10,0.8051291015170099,0.8833168196272556,0.8197369389759978,0.9060910647900478,7.796517775252461,7.496828610605661,6.646894189985868,7.497565913386838,33.77989990197807,31.15979519695565,26.761019442700896,31.45547957009307,33.77989990197807,-2.324420331885001
jzczhz,srgb_linear,xyz,10,0.7998247986498657,0.8640594007659332,0.828598392422393,0.9060910647900478,7.6139420129962785,7.496828610605661,6.646894189985868,7.3307894823933095,32.057920716895914,31.15979519695565,26.761019442700896,30.76992246393881,32.057920716895914,-1.287998252957106
ictcp_pq,srgb_linear,xyz,10,0.7940934232873962,0.8498279690270133,0.8313615532766935,0.9060910647900478,7.286426627201346,7.496828610605661,6.646894189985868,7.201824461887368,32.70964465056424,31.15979519695565,26.761019442700896,30.266388505570035,32.70964465056424,-2.4432561449942085
